Title,Date
"Better Call Saul: Temporada 3: Sabrosito","12/24/23"
"Better Call Saul: Temporada 3: Costo irrecuperable","12/24/23"
"Better Call Saul: Temporada 1: Mijo","12/24/23"
"Better Call Saul: Temporada 4: Humo","12/23/23"
"Better Call Saul: Temporada 1: Uno","12/10/23"
"Pablo Escobar, el patrón del mal: Episode 49","5/23/23"
"Pablo Escobar, el patrón del mal: Episode 50","5/23/23"
"Pablo Escobar, el patrón del mal: Episode 55","5/23/23"
"After Life: Más allá de mi mujer: Temporada 2: Episodio 3","2/6/23"
"After Life: Más allá de mi mujer: Temporada 2: Episodio 4","2/6/23"
"After Life: Más allá de mi mujer: Temporada 2: Episodio 2","1/30/23"
"After Life: Más allá de mi mujer: Temporada 2: Episodio 1","1/30/23"
"After Life: Más allá de mi mujer: Temporada 1: Episodio 6","1/30/23"
"After Life: Más allá de mi mujer: Temporada 1: Episodio 5","1/29/23"
"After Life: Más allá de mi mujer: Temporada 1: Episodio 4","1/29/23"
"After Life: Más allá de mi mujer: Temporada 1: Episodio 2","1/29/23"
"After Life: Más allá de mi mujer: Temporada 1: Episodio 1","1/29/23"
"Better Call Saul: Temporada 6: Saul se fue","8/16/22"
"Better Call Saul: Temporada 6: Sistema de riego","8/10/22"
"Better Call Saul: Temporada 6: Breaking Bad","8/2/22"
"Better Call Saul: Temporada 6: Nippy","7/27/22"
"Better Call Saul: Temporada 6: Diversión y juegos","7/19/22"
"Better Call Saul: Temporada 6: Apunta y dispara","7/13/22"
"Breaking Bad: Temporada 5: Ozymandias","5/22/22"
"Better Call Saul: Temporada 6: Entre la espada y la pared","5/2/22"
"Better Call Saul: Temporada 6: Recompensa y castigo","5/2/22"
"Better Call Saul: Temporada 6: Vino y rosas","5/2/22"
"Better Call Saul: Temporada 5: Algo imperdonable","5/2/22"
"Better Call Saul: Temporada 5: El camino de las malas elecciones","5/2/22"
"Better Call Saul: Temporada 5: Cobrador","5/2/22"
"Better Call Saul: Temporada 5: JMM","5/2/22"
"Better Call Saul: Temporada 5: Wexler vs. Goodman","5/1/22"
"Better Call Saul: Temporada 5: Dedicado a Max","5/1/22"
"Better Call Saul: Temporada 5: Namasté","5/1/22"
"Better Call Saul: Temporada 5: El indicado","5/1/22"
"Better Call Saul: Temporada 5: 50 % de descuento","5/1/22"
"Better Call Saul: Temporada 5: Hombre Mágico","4/29/22"
"Better Call Saul: Temporada 4: Ganador","4/29/22"
"Better Call Saul: Temporada 4: Hasta la vista","4/29/22"
"Better Call Saul: Temporada 4: Coushatta","4/29/22"
"Better Call Saul: Temporada 4: Qué locura, ¿no?","4/28/22"
"Better Call Saul: Temporada 4: Habla","4/28/22"
"Better Call Saul: Temporada 4: Algo hermoso","4/27/22"
"Better Call Saul: Temporada 4: Respira","4/27/22"
"Better Call Saul: Temporada 3: Farol","4/26/22"
"Better Call Saul: Temporada 3: Caída","4/24/22"
"Better Call Saul: Temporada 3: Resbalón","4/23/22"
"Better Call Saul: Temporada 3: Gastos","4/23/22"
"Better Call Saul: Temporada 3: Testigo","4/21/22"
"Better Call Saul: Temporada 3: Mabel","4/21/22"
"Better Call Saul: Temporada 2: Larga distancia","4/20/22"
"Better Call Saul: Temporada 2: No hay tiempo","4/20/22"
"Better Call Saul: Temporada 2: Fifi","4/20/22"
"Better Call Saul: Temporada 2: La tarta de luna llena","4/18/22"
"Better Call Saul: Temporada 2: Gran cambio","4/18/22"
"Better Call Saul: Temporada 1: Marco","4/18/22"
"Better Call Saul: Temporada 1: Bingo","4/17/22"
"Troya","3/3/22"
"Non-Stop: Sin escalas","3/3/22"
"El precio del mañana","2/20/22"
"Los ilusionistas: Nada es lo que parece","2/14/22"
"El juego del calamar: Temporada 1: Un día de suerte","2/6/22"
"El juego del calamar: Temporada 1: El líder","2/6/22"
"El juego del calamar: Temporada 1: Los VIP","2/6/22"
"El juego del calamar: Temporada 1: Gganbu","2/6/22"
"El juego del calamar: Temporada 1: Un mundo justo","2/6/22"
"El juego del calamar: Temporada 1: No abandones el equipo","2/6/22"
"El juego del calamar: Temporada 1: El hombre del paraguas","2/6/22"
"Sueños de fuga","2/6/22"
"Mi mejor amiga, Ana Frank","2/5/22"
"El juego del calamar: Temporada 1: Infierno","2/5/22"
"El juego del calamar: Temporada 1: Luz roja, luz verde","2/5/22"
"Spider-Man: De regreso a casa","12/16/21"
